ID,Review_Date,Author_Name,Vehicle_Title,Review_Title,Rating,Marque
33,14/08/2016,Karen Carruol,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),A real nice SUV,5,BMW
34,12/08/2016,Peter Ghosh,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Significant improvement from the prev. generation!,5,BMW
35,11/08/2016,DOROTHY THOMPSON,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Awesome little SUV,5,BMW
36,07/08/2016,MH,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),New and improved for 2016,5,BMW
37,28/07/2016,Heather D,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love my X1,5,BMW
38,28/07/2016,Beemer31,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Long time BMW owner,4,BMW
39,26/07/2016,w62vette,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great 2016 BMW X1,5,BMW
40,13/07/2016,Roberto D.,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"The Good, the Bad and the Ugly",4,BMW
41,21/06/2016,wayne cromer,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Satisfied with my car. Had the car only a couple o,5,BMW
42,24/05/2016,Water bouy,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),The worst seats imaginable,3,BMW
43,01/05/2016,Mark O'Malley,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),x! REVIEW,5,BMW
44,30/04/2016,Steve,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"My wife is now officially a ""car girl""",5,BMW
45,28/04/2016,KennethZ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),It's a little/BIG SUV/SAV,5,BMW
46,25/04/2016,JimH,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great mult-purpose vehicle,5,BMW
47,20/04/2016,Lime99,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Wouldn't Get Another One,3,BMW
48,08/04/2016,sea2see,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Nice car, but dealership is worthless",3,BMW
49,07/04/2016,Michele Mcdonough,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Zippy new BMW X1,5,BMW
50,28/03/2016,Gary,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Great value, and ROOMY! Beautiful vehicle!",5,BMW
51,25/03/2016,Sondra Hamelin,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Terrific car!,5,BMW
52,24/03/2016,M. McReynolds,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Xceptional!,5,BMW
53,28/02/2016,Roy Simpson,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Just not a good value,3,BMW
54,16/02/2016,AB,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Great car, options expensive",4,BMW
55,11/02/2016,L. Taylor,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),carish suv,4,BMW
56,30/01/2016,Barb,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),At Last my love has come along!!,5,BMW
57,26/01/2016,Eric N,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"So far, so good",5,BMW
58,19/01/2016,John Gibson,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),We love our 2016 BMW X1 / Chestnut Bronze Metallic,5,BMW
59,12/01/2016,Char,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),I continue to love it even more!,5,BMW
60,16/06/2018,Zac,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Lives up to it’s vibe,5,BMW
61,01/06/2018,rerowe,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Another fun BMW,4,BMW
62,27/03/2018,Peter,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Rock solid,4,BMW
63,09/01/2018,Arthur Caughey,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Good second car,3,BMW
64,15/02/2017,Tony C,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),VW TDI Sport-Wagon Replacement,3,BMW
65,31/08/2016,bdmccarthy,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"My $600 phone is easy to use $39,000 car is not",2,BMW
66,02/08/2016,JC,2015 BMW X1 SUV xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),Awesome Ride,5,BMW
67,17/02/2016,JD,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great AWD wagon,5,BMW
68,23/01/2016,Terry Johnson,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1 a poor man's Macan S,5,BMW
69,25/10/2015,MK Ide,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Underwhelmed....ho...hum.,3,BMW
70,06/09/2015,Jim Smith,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Not happy,3,BMW
71,18/08/2015,Craig,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Sport Hatchback that BMW doen't technically make,4,BMW
72,13/04/2015,theomdude,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),"Goldilocks Size, Gold Bullion Price",5,BMW
73,14/03/2015,ozarksf6,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Still satisfied but not amazed,4,BMW
74,14/02/2015,raj1,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),fun exciting peppy little cuv - very pleased.,4.375,BMW
75,28/09/2014,jjedmunds,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),quick and nimble with no cost maintenance.  sign me up.,4.125,BMW
76,24/07/2018,Scott,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),8 Months in an X1,4,BMW
77,14/12/2017,Wayne,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Out With The Old..In With The New,4,BMW
78,12/08/2017,Chris,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Amazing experience,5,BMW
79,11/08/2017,Walter John S,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"2017 X1, My 13th BMW",4,BMW
80,11/07/2017,Beth Rodriguez,2017 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),So far so good,4,BMW
81,28/06/2017,Eddie Perez-Santalla,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1 the smaller choice,4,BMW
82,25/06/2017,Robert Gilbert,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2017 X1 a Different Car From the 2015 X1,4,BMW
83,26/05/2017,MC,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great vehicle,5,BMW
84,25/05/2017,Lloyd Handlos,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Test drove only a short distance,4,BMW
85,08/05/2017,John E,2017 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Finally bought a BMW after looking for 15 years,5,BMW
86,02/03/2017,Pedro,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great SUV,5,BMW
87,06/02/2017,Karla,2017 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),AVOID THE X1!,1,BMW
88,26/01/2017,Jlk,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1  not a BMW,1,BMW
89,07/01/2017,Harry,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),First BMW,4,BMW
90,19/11/2016,RIchard,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Bigger than it looks Driving Dynamics Control with,5,BMW
91,30/10/2016,Steve,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1 is it a BMW?,4,BMW
92,29/10/2016,alan,2017 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),agree to disagree,4,BMW
93,13/10/2016,Charles Connoy,2017 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),sexy and complicated,3,BMW
94,05/10/2016,"Gary from Austin, Texas",2017 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Completely different car from earlier X1's,3,BMW
95,03/06/2018,Gary,2018 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),X1 surpasses previous car - 2013 BMW 328 4-door,5,BMW
96,28/05/2018,JOHN  HARTMAN,2018 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"great car, not much comfort",5,BMW
97,04/05/2018,REL,2018 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1 IS ONE GREAT SAV,5,BMW
98,26/01/2018,Ken,2018 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),BMW X1 S,5,BMW
99,24/05/2018,Jeffrey Miekam,2013 BMW X1 SUV xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),ORANGE SUNSHINE,5,BMW
100,16/05/2018,bobsherman,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love this X1 as it handles great!,5,BMW
101,13/05/2018,susan,2013 BMW X1 SUV xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),i like baby beamer,5,BMW
102,23/12/2017,SSG,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Awesome X1,5,BMW
103,20/07/2017,Dave Henry,2013 BMW X1 SUV xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),CPO is the way to go,4,BMW
104,06/07/2017,Nate Douty,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Mostly pleased,4,BMW
105,09/04/2017,Andrew Darrohn,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),6 months owned still loving it,4,BMW
106,22/03/2017,Adam W.,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great car for a great price,5,BMW
107,08/03/2017,Al,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love this Car,5,BMW
108,01/01/2017,DC 10,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Honestly still love the car - sure footed in snow,4,BMW
109,21/11/2016,gloria graham,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),My love BMW X1,5,BMW
110,27/08/2016,Ruth Blazer,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Adorable Car!,5,BMW
111,15/08/2016,Warm In LA,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),"We call her Cherry Velatte', because she IS cherry",5,BMW
112,14/03/2016,Robb,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),X1 performs as review suggest,4,BMW
113,10/03/2016,Wentz Batson,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),X1,4,BMW
114,09/12/2015,M Houston,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),A great all-around package.,5,BMW
115,16/11/2015,David Miller,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),X1 perfect and fun,5,BMW
116,23/10/2015,Jopa,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great for Everyday commute in the city,4,BMW
117,18/04/2014,bjbolduc,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great fun to drive,5,BMW
118,24/03/2014,jcaloia,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2013 X1,3.75,BMW
119,02/01/2014,mustangshar,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Wow! This is Fun!,4.375,BMW
120,12/07/2013,taisey,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),BMW X1,2.875,BMW
121,09/07/2013,djp13,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),The X1 is fantastic,4.875,BMW
122,06/06/2013,ad77,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Better than expected!!!,5,BMW
123,24/03/2013,snowbird100,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),lacking,3.875,BMW
124,22/03/2013,anil7,2013 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Gas mileage is not as promised other than that it's great SUV,4.25,BMW
125,24/02/2013,judith6,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Beware of the tires!,3.75,BMW
126,28/01/2013,toros888,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2013 BMW X1 XDrive 28i,5,BMW
127,09/01/2013,clipperskipper,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Does what it says,4.875,BMW
128,05/12/2012,dobbeusaf,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great Vehicle,5,BMW
129,03/12/2012,xz9ur,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Fun to drive and fuel saving!,4.5,BMW
130,21/10/2012,heavysixer22,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Unique Value,4.875,BMW
131,14/10/2012,germancarguy82,2013 BMW X1 SUV xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),"Practical, Powerful, and fun too!",5,BMW
132,09/10/2012,solom01,2013 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),A high performance station wagon,4.5,BMW
133,15/02/2014,jdbmwowner,2010 BMW ActiveHybrid X6 SUV 4dr SUV AWD (4.4L 8cyl Turbo gas/electric hybrid 7A),x6 hybrid- amazing technology,4.75,BMW
134,21/11/2010,Geir Karlsen,2010 BMW ActiveHybrid X6 SUV 4dr SUV AWD (4.4L 8cyl Turbo gas/electric hybrid 7A),X6 Hybrid a Great Piece of Engineering,4.875,BMW
135,04/07/2010,Mfer,2010 BMW ActiveHybrid X6 SUV 4dr SUV AWD (4.4L 8cyl Turbo gas/electric hybrid 7A),One nice ride,4.875,BMW
136,17/03/2017,Russ,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Fantastic for fun and family!,5,BMW
137,28/12/2016,CAS,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Very happy,4,BMW
138,07/12/2016,TEE,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),#Furious8,5,BMW
139,23/09/2016,BobM,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Outstanding for all around use.,5,BMW
140,30/08/2016,Jack Oakley,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),BMW 3 Series with tons of useful space,5,BMW
141,30/06/2015,jmnteddy,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Still Loving My car after two Years,5,BMW
142,11/03/2015,livesmile,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Sports car for families,4.375,BMW
143,21/02/2015,iserum,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Great Functional Car,5,BMW
144,09/02/2015,sojod,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Ideal and Realistic Bimmer,5,BMW
145,03/01/2015,greggbrent,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),I'm loving this car,4.5,BMW
146,11/11/2014,tawmus,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Totally love this car!,5,BMW
147,21/05/2014,maugha,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Best car I've ever bought.,5,BMW
148,06/05/2014,smoothwhite,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Hits and some misses,4.5,BMW
149,11/04/2014,skukta,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),335 GT xdrive -- Love it.,5,BMW
150,16/03/2014,windyman,2014 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),BMW with room and fun,5,BMW
151,11/03/2014,carolinabmer,2014 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Meets a Lot of Needs,5,BMW
152,17/06/2017,Thomas,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Totally love my GT!!,5,BMW
153,26/12/2016,Andrew,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),My Mach 5,5,BMW
154,22/11/2016,Tom R.,2016 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Fabulous,5,BMW
155,09/09/2016,John McDonough,2016 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),"$60K+ Fun to drive, but has some interior rattles",4,BMW
156,08/09/2016,Steve,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Best car I have owned,5,BMW
157,24/06/2016,Richard Wilson,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),In its own class,5,BMW
158,26/05/2016,Karen Santa,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Get ready to do everything twice....,3,BMW
159,04/02/2016,Roger Levy,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Value missing - value still comes up short,4,BMW
160,24/01/2016,Blaze Nielsen,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Best of both worlds,4,BMW
161,10/08/2018,r del,2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),car is not what I expected,3,BMW
162,01/06/2018,KreneRoss,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),"Buy Certified Used, without Regrets!!!",5,BMW
163,03/09/2017,BMW Bill,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),It's the car I'd design,5,BMW
164,08/08/2016,anonymous,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Not worth the 58K... I HATE THIS CAR,2,BMW
165,26/02/2016,Chef Vandy,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Great car around,4,BMW
166,10/02/2016,Rush,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Sunroof Wind Noise Affects Comfort,4,BMW
167,01/12/2015,Craig List,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),"Beautiful Car Inside & Out, Unique, Comfy",4,BMW
168,19/08/2015,William Kannor,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),I wish I got the wagon instead,2,BMW
169,07/06/2015,cblinc,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Great car !,4.5,BMW
170,29/03/2015,kris2,2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Kid and family friendly!,4.75,BMW
171,07/02/2018,F. Stephen Masek,2017 BMW 3 Series Gran Turismo Hatchback 340i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Easy To Miss This Great Choice,4,BMW
172,23/12/2017,Emile Hebert,2018 BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Nice crossover style,4,BMW
173,23/12/2017,Emile Hebert,2018 BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Nice crossover style,4,BMW
174,29/10/2017,sauerkraut66,2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),great car,5,BMW
175,16/04/2017,Chris,2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),One classy beast,4,BMW
176,09/01/2017,Tony M,2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),High performance fun to drive,5,BMW
177,03/01/2016,TsaiCo,2016 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 8A),A pleasure to drive,5,BMW
178,23/03/2016,LC,2012 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),This car is a beast..period!,5,BMW
179,28/07/2011,hjennbmw,2012 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),X6M Best Vehicle ever owned,5,BMW
180,07/04/2016,Donald Montano,2010 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),My favorite vehicle to drive by far!,5,BMW
181,11/01/2010,Booboo,2010 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),Bavaria rules,4.625,BMW
182,10/12/2009,Kate,2010 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),My X6M,4.875,BMW
183,02/02/2018,Don M,2011 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),8thyear if ownership and 3rd BMW,4,BMW
184,29/06/2010,Dogsail,2011 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A),The Beast,4.75,BMW
185,13/12/2017,B Rodgers,2017 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 8A),BMW X6M Disappointment,2,BMW
186,10/05/2017,Bored,2014 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 8A),Am I the only one?,3,BMW
187,21/05/2014,clint76,2014 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 8A),Outstanding Coupe!,5,BMW
188,12/07/2017,John V.,2016 BMW 2 Series Coupe 228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Oh so much fun!!!,5,BMW
189,10/04/2017,Ben,2016 BMW 2 Series Coupe 228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),Great car,5,BMW
190,30/11/2016,David,2016 BMW 2 Series Coupe 228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),.5 Seconds Slower than my 2007 335i,4,BMW
191,14/10/2016,Joe S,2016 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 6M),"Almost ""GREAT"". Whynot?",4,BMW
192,28/06/2016,Richard,2016 BMW 2 Series Coupe 228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),I bought this car to drive for fun,5,BMW
193,29/05/2016,Howard,2016 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 6M),A fine car with an idiosyncratic suspension,3,BMW
194,24/04/2016,Aashish Patel,2016 BMW 2 Series Coupe 228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),M235xi--interior is a let down,4,BMW
195,24/03/2016,Aerodog,2016 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 6M),Love the Styling,5,BMW
196,08/03/2016,KG,2016 BMW 2 Series Coupe 228i 2dr Coupe (2.0L 4cyl Turbo 6M),This little car is unbelievable!,5,BMW
197,18/02/2016,Manish,2016 BMW 2 Series Coupe 228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Blast to drive,5,BMW
198,16/12/2015,Richter,2016 BMW 2 Series Coupe 228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),BMW as it used to BE,5,BMW
199,22/07/2017,Ripped,2016 BMW 2 Series Convertible 228i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),A CONVERTIBLE WITH A TOP THAT RIPS!!!!!!!!!!!!!!!!,1,BMW
200,05/12/2016,S Whit,2016 BMW 2 Series Convertible 228i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),Massively Underwhelmed,3,BMW
201,07/05/2016,Chuck,2016 BMW 2 Series Convertible 228i xDrive SULEV 2dr Convertible AWD (2.0L 4cyl Turbo 8A),Fun to drive.,4,BMW
202,30/04/2016,skobola,2016 BMW 2 Series Convertible 228i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),Very decent,4,BMW
203,22/06/2016,Tom,2016 BMW 2 Series M235i xDrive M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),The M235i xDrive is an absolutely Favotite Car,5,BMW
